id,task_type,theme,poem_type,prompt,generated_poem,is_format_correct,num_sentences,char_counts,errors
T0106,theme_generation,秋风,七言绝句,"请围绕主题“秋风”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",木落群山出，风高百窍哀。荒亭一长啸，万里白云回。。。。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0107,theme_generation,寒冬,五言绝句,"请围绕主题“寒冬”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",夜半霜云结，平明冻雨零。如何一寸雪，能白几茎茎。,True,4,"[5, 5, 5, 5]",[]
T0108,theme_generation,新年,七言绝句,"请围绕主题“新年”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",老矣犹何憾，新年八十初。自甘栖止稳，不羡赋归欤。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0109,theme_generation,清明,五言绝句,"请围绕主题“清明”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",禁火闭重门，寒食谁家出？风柳万黄金，烟波千里白。,True,4,"[5, 5, 5, 5]",[]
T0110,theme_generation,中秋,七言绝句,"请围绕主题“中秋”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",高人爱秋月，独坐到三更。残暑不知夜，清光留四邻。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0111,theme_generation,明月,五言绝句,"请围绕主题“明月”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",千里共明月，清辉长不孤。如何照幽独，终夕亦无殊。,True,4,"[5, 5, 5, 5]",[]
T0112,theme_generation,清风,七言绝句,"请围绕主题“清风”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山行何所喜，爱此竹森然。想见湘妃怨，遗风到耳边。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0113,theme_generation,山水,五言绝句,"请围绕主题“山水”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山色苍寒外，泉声白昼中。云藏千嶂合，雨过一帘空。,True,4,"[5, 5, 5, 5]",[]
T0114,theme_generation,江河,七言绝句,"请围绕主题“江河”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",浩荡东流水，滔滔日夜流。人心胜水苦，不逐海潮头。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0115,theme_generation,大海,五言绝句,"请围绕主题“大海”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",海浪接天黑，海风吹岸沙。平生四海志，到此却思家。,True,4,"[5, 5, 5, 5]",[]
T0116,theme_generation,白云,七言绝句,"请围绕主题“白云”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山气蒸岚暖，溪流涨雪消。一川新柳色，万点映波摇。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0117,theme_generation,落日,五言绝句,"请围绕主题“落日”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",落日渔歌远，沙头鸥鸟闲。无因驻征棹，相送到家山。,True,4,"[5, 5, 5, 5]",[]
T0118,theme_generation,晚霞,七言绝句,"请围绕主题“晚霞”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",雨后林梢静，烟开水面平。残阳半江树，衰草一川晴。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0119,theme_generation,青山,五言绝句,"请围绕主题“青山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山高天宇窄，树密路途赊。若欲知端的，青山似旧花。,True,4,"[5, 5, 5, 5]",[]
T0120,theme_generation,流水,七言绝句,"请围绕主题“流水”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",平生江海客，曾向吴中宿。夜久枕中听，犹疑雨声熟。-《唐子西文录》,False,5,"[5, 5, 5, 5, 5]","[""句数错误：期望 4 句，实际 5 句"", ""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字"", ""第 5 句字数错误：期望 7 字，实际 5 字""]"
T0121,theme_generation,花开,五言绝句,"请围绕主题“花开”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春意浓时到，春风次第来。东君不料理，桃杏尽开开。,True,4,"[5, 5, 5, 5]",[]
T0122,theme_generation,落花,七言绝句,"请围绕主题“落花”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",雨后千山绿，风前万木香。小窗幽独处，时复一悲伤。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0123,theme_generation,杨柳,五言绝句,"请围绕主题“杨柳”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",柳絮才飞雪，梅花便作尘。不因春去后，那有许清新。,True,4,"[5, 5, 5, 5]",[]
T0124,theme_generation,孤舟,七言绝句,"请围绕主题“孤舟”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",烟水渺苍茫，长天澹如镜。何处一孤舟，悠悠水中影。。。。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0125,theme_generation,飞鸟,五言绝句,"请围绕主题“飞鸟”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长空无远近，万里共翱翔。何处秋来雁，分飞各自伤。,True,4,"[5, 5, 5, 5]",[]
T0126,theme_generation,寒梅,七言绝句,"请围绕主题“寒梅”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",雪里藏春意，清香已暗通。孤山影瘦弱，似与岁寒同。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0127,theme_generation,竹林,五言绝句,"请围绕主题“竹林”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",水竹一何好，山禽亦自驯。不须将种橘，此处得称园。,True,4,"[5, 5, 5, 5]",[]
T0128,theme_generation,松柏,七言绝句,"请围绕主题“松柏”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风霜两鬓白，松栢一心青。莫与儿童辈，等闲说兴亡。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0129,theme_generation,荷花,五言绝句,"请围绕主题“荷花”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",翠盖相摩荡，红云自往还。小桥通别港，一径度前山。,True,4,"[5, 5, 5, 5]",[]
T0130,theme_generation,枫叶,七言绝句,"请围绕主题“枫叶”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",林下落红多，纷纷散客衣。独怜春雨后，乱点石栏归。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0131,theme_generation,思乡,五言绝句,"请围绕主题“思乡”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",身世两悠悠，相逢且尽欢。别时容易语，何不赠愁看。,True,4,"[5, 5, 5, 5]",[]
T0132,theme_generation,离别,七言绝句,"请围绕主题“离别”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",行尽天涯路，难寻此会心。今宵残梦破，不得到龙吟。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0133,theme_generation,相思,五言绝句,"请围绕主题“相思”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",梦断香尘冷，窗空花月闲。谁言秋色淡，更作两三山。,True,4,"[5, 5, 5, 5]",[]
T0134,theme_generation,孤独,七言绝句,"请围绕主题“孤独”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",孤云元不动，流落世间尘。莫怪无心绪，从来浪得人。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0135,theme_generation,怀古,五言绝句,"请围绕主题“怀古”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一自东阳别，还无消息传。遥知此日到，应下泪千行。,True,4,"[5, 5, 5, 5]",[]
T0136,theme_generation,忧愁,七言绝句,"请围绕主题“忧愁”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",莫问春前与秋后，且须吟雨又吟风。人间万事皆如此，祗有青山长不穷。,True,4,"[7, 7, 7, 7]",[]
T0137,theme_generation,喜悦,五言绝句,"请围绕主题“喜悦”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",喜气何曾息，忧端自不来。但能行好事，莫管世人猜。,True,4,"[5, 5, 5, 5]",[]
T0138,theme_generation,闲适,七言绝句,"请围绕主题“闲适”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",身世悠然百不忧，杖藜随意到山头。一溪风物浑如旧，只有樵歌自献酬。,True,4,"[7, 7, 7, 7]",[]
T0139,theme_generation,感怀,五言绝句,"请围绕主题“感怀”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",世事不堪论，不如归去好。松下掩衡门，柴桑有彭浩。,True,4,"[5, 5, 5, 5]",[]
T0140,theme_generation,伤春,七言绝句,"请围绕主题“伤春”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",花落燕飞人别后，雨昏灯暗月当楼。年年春色来相似，只在枝头照白头。,True,4,"[7, 7, 7, 7]",[]
T0141,theme_generation,人生,五言绝句,"请围绕主题“人生”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",人生有定分，得丧何须问。但尽己所存，无愧于心稳。,True,4,"[5, 5, 5, 5]",[]
T0142,theme_generation,时光,七言绝句,"请围绕主题“时光”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春到人间花自开，都忘冰雪冻成堆。时光又作东流去，祇恐风光挽不来。,True,4,"[7, 7, 7, 7]",[]
T0143,theme_generation,梦想,五言绝句,"请围绕主题“梦想”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",梦断玉京路，却寻云外家。觉来山雨过，空落满庭花。,True,4,"[5, 5, 5, 5]",[]
T0144,theme_generation,远方,七言绝句,"请围绕主题“远方”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",千里人皆远，吾犹在目前。此行殊不恶，无客亦无钱。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0145,theme_generation,归隐,五言绝句,"请围绕主题“归隐”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不羡三公贵，深怀万乘尊。白云无定所，常伴隐名园。,True,4,"[5, 5, 5, 5]",[]
T0146,theme_generation,漂泊,七言绝句,"请围绕主题“漂泊”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",飘蓬任所如，南北不期归。此去千余里，应须十日稀。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0147,theme_generation,壮志,五言绝句,"请围绕主题“壮志”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",心手俱狂妄，终当得自拘。不因遭贬放，争识此翁愚。,True,4,"[5, 5, 5, 5]",[]
T0148,theme_generation,知己,七言绝句,"请围绕主题“知己”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",青鸟传书无问处，赤驹归梦有知还。但教名姓留千载，未必丹青画得全。,True,4,"[7, 7, 7, 7]",[]
T0149,theme_generation,故人,五言绝句,"请围绕主题“故人”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",白帝城头月，黄牛峡里云。巴陵无限柳，总是送行人。,True,4,"[5, 5, 5, 5]",[]
T0150,theme_generation,岁月,七言绝句,"请围绕主题“岁月”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山似太初日，人如赤松游。岁华随日月，不与物俱流。□□□□，,False,5,"[5, 5, 5, 5, 0]","[""句数错误：期望 4 句，实际 5 句"", ""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字"", ""第 5 句字数错误：期望 7 字，实际 0 字""]"
T0151,theme_generation,边塞,五言绝句,"请围绕主题“边塞”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山川一万里，行客万种心。今日向残虏，何当复此吟。,True,4,"[5, 5, 5, 5]",[]
T0152,theme_generation,田园,七言绝句,"请围绕主题“田园”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不将牛马走，谁识此心安。要识此中意，看渠鼻孔寒。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0153,theme_generation,江南,五言绝句,"请围绕主题“江南”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",天外两三星，江南万里征。不知春草色，何处绿愁生。,True,4,"[5, 5, 5, 5]",[]
T0154,theme_generation,长安,七言绝句,"请围绕主题“长安”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长安一树春，日日种花新。我今始见之，花落子成仁。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0155,theme_generation,古寺,五言绝句,"请围绕主题“古寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古寺寒食路，千林无一声。柴门春雨暗，时有牧童行。,True,4,"[5, 5, 5, 5]",[]
T0156,theme_generation,夜雨,七言绝句,"请围绕主题“夜雨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",夜雨吹凉入，星河耿未阑。平明更小雨，泥湿一村寒。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0157,theme_generation,客栈,五言绝句,"请围绕主题“客栈”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",晓出城门去，天寒雨雪晴。莫令鞭马急，归及月三更。,True,4,"[5, 5, 5, 5]",[]
T0158,theme_generation,渡口,七言绝句,"请围绕主题“渡口”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",渡头冲雨过，客里又重阳。却忆登临处，黄花满把香。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0159,theme_generation,山村,五言绝句,"请围绕主题“山村”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山静白云闲，溪深青嶂环。茅簷无俗客，花落鸟关关。,True,4,"[5, 5, 5, 5]",[]
T0160,theme_generation,渔家,七言绝句,"请围绕主题“渔家”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",渔舟系岸芦花老，古渡横塘野水肥。不是老渔知地脉，儿孙焉得钓游时。,True,4,"[7, 7, 7, 7]",[]
T0161,theme_generation,美酒,五言绝句,"请围绕主题“美酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",美酒消愁甚，何如把一瓢。渊明不自圣，应亦爱金貂。,True,4,"[5, 5, 5, 5]",[]
T0162,theme_generation,琴声,七言绝句,"请围绕主题“琴声”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一抚绿绮心自醉，再弹秋思耳更清。朱弦绝妙知音少，岂料时人亦识听。,True,4,"[7, 7, 7, 7]",[]
T0163,theme_generation,书卷,五言绝句,"请围绕主题“书卷”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",圣处难知有，谁参未了禅。何须传贝叶，妙旨即如弦。,True,4,"[5, 5, 5, 5]",[]
T0164,theme_generation,灯火,七言绝句,"请围绕主题“灯火”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江乡春早夜，灯火遍渔船。惟有风烟古，依然汉水边。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0165,theme_generation,诗酒,五言绝句,"请围绕主题“诗酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山色碧相围，江流碧相映。渔舟往来中，醉墨谁题姓。,True,4,"[5, 5, 5, 5]",[]
T0166,theme_generation,征人,七言绝句,"请围绕主题“征人”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",去时杨柳青，别夜梨花白。今春在何处，应傍孤城宿。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0167,theme_generation,游子,五言绝句,"请围绕主题“游子”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",客行殊未定，春去几多时。莫向章泉宿，怕闻蚕上机。,True,4,"[5, 5, 5, 5]",[]
T0168,theme_generation,故乡,七言绝句,"请围绕主题“故乡”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",忆昔随翁住，常游不记春。当时花正开，无计采归人。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0169,theme_generation,关山,五言绝句,"请围绕主题“关山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",楚峡云含雨，巴江水带秋。别来何事速，风起暮山头。,True,4,"[5, 5, 5, 5]",[]
