id,task_type,theme,poem_type,prefix,references,prompt,generated_text,generated_char_level,references_char_level,BLEU-4,ROUGE-L,BLEU-4-%,ROUGE-L-%,error
P105,prefix_continuation,西湖,下一句续写,山色空蒙雨亦奇,"[""欲把西湖比西子。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“山色空蒙雨亦奇”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",千树寒香无觅处,千 树 寒 香 无 觅 处,"[""欲 把 西 湖 比 西 子""]",0.0,0.0,0.0,0.0,
P056,prefix_continuation,春景,下一句续写,泥融飞燕子,"[""沙暖睡鸳鸯。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“泥融飞燕子”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",风暖鸭雏浮,风 暖 鸭 雏 浮,"[""沙 暖 睡 鸳 鸯""]",0.05372849659117709,0.20000000000000004,5.37,20.0,
P090,prefix_continuation,回乡,下一句续写,乡音无改鬓毛衰,"[""儿童相见不相识。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“乡音无改鬓毛衰”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",世味渐消人渐懒,世 味 渐 消 人 渐 懒,"[""儿 童 相 见 不 相 识""]",0.0,0.0,0.0,0.0,
P013,prefix_continuation,送别,下一句续写,孤帆远影碧空尽,"[""唯见长江天际流。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“孤帆远影碧空尽”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",海气昏白昼，,海 气 昏 白 昼,"[""唯 见 长 江 天 际 流""]",0.0,0.0,0.0,0.0,
P037,prefix_continuation,相思,下一句续写,春来发几枝,"[""愿君多采撷。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“春来发几枝”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",香风十里过,香 风 十 里 过,"[""愿 君 多 采 撷""]",0.0,0.0,0.0,0.0,
P024,prefix_continuation,边塞,下一句续写,葡萄美酒夜光杯,"[""欲饮琵琶马上催。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“葡萄美酒夜光杯”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",玉龙衔雨过瑶台,玉 龙 衔 雨 过 瑶 台,"[""欲 饮 琵 琶 马 上 催""]",0.0,0.0,0.0,0.0,
P040,prefix_continuation,寻隐,下一句续写,言师采药去,"[""只在此山中。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“言师采药去”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",此是临平山,此 是 临 平 山,"[""只 在 此 山 中""]",0.06389431042462725,0.4000000000000001,6.39,40.0,
P041,prefix_continuation,寻隐,下一句续写,只在此山中,"[""云深不知处。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“只在此山中”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",今朝有酒今,今 朝 有 酒 今,"[""云 深 不 知 处""]",0.0,0.0,0.0,0.0,
P019,prefix_continuation,春雨,下一句续写,天街小雨润如酥,"[""草色遥看近却无。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“天街小雨润如酥”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",溪雨晴时春水生,溪 雨 晴 时 春 水 生,"[""草 色 遥 看 近 却 无""]",0.0,0.0,0.0,0.0,
P080,prefix_continuation,送别,下一句续写,平明送客楚山孤,"[""洛阳亲友如相问。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“平明送客楚山孤”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",野旷行人少，,野 旷 行 人 少,"[""洛 阳 亲 友 如 相 问""]",0.0,0.0,0.0,0.0,
P006,prefix_continuation,山居,下一句续写,明月松间照,"[""清泉石上流。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“明月松间照”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",山光忽变晴,山 光 忽 变 晴,"[""清 泉 石 上 流""]",0.0,0.0,0.0,0.0,
P025,prefix_continuation,边塞,下一句续写,黄河远上白云间,"[""一片孤城万仞山。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“黄河远上白云间”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",白日溪桥两岸柳,白 日 溪 桥 两 岸 柳,"[""一 片 孤 城 万 仞 山""]",0.0,0.0,0.0,0.0,
P008,prefix_continuation,壮志,下一句续写,会当凌绝顶,"[""一览众山小。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“会当凌绝顶”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",未收丹凤诏,未 收 丹 凤 诏,"[""一 览 众 山 小""]",0.0,0.0,0.0,0.0,
P035,prefix_continuation,江夜,下一句续写,野旷天低树,"[""江清月近人。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“野旷天低树”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",寒深山径雪,寒 深 山 径 雪,"[""江 清 月 近 人""]",0.0,0.0,0.0,0.0,
P086,prefix_continuation,秋夕,下一句续写,银烛秋光冷画屏,"[""轻罗小扇扑流萤。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“银烛秋光冷画屏”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",香袅烟轻散，,香 袅 烟 轻 散,"[""轻 罗 小 扇 扑 流 萤""]",0.036015288308423515,0.16666666666666666,3.6,16.67,
P047,prefix_continuation,春山,下一句续写,月出惊山鸟,"[""时鸣春涧中。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“月出惊山鸟”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",秋风吹鬓发,秋 风 吹 鬓 发,"[""时 鸣 春 涧 中""]",0.0,0.0,0.0,0.0,
P003,prefix_continuation,登高,下一句续写,白日依山尽,"[""黄河入海流。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“白日依山尽”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",云霞明灭天,云 霞 明 灭 天,"[""黄 河 入 海 流""]",0.0,0.0,0.0,0.0,
P052,prefix_continuation,怀古,下一句续写,名成八阵图,"[""江流石不转。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“名成八阵图”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",一夫当关，,一 夫 当 关,"[""江 流 石 不 转""]",0.0,0.0,0.0,0.0,
P017,prefix_continuation,中秋,下一句续写,但愿人长久,"[""千里共婵娟。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“但愿人长久”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",不须折尽门,不 须 折 尽 门,"[""千 里 共 婵 娟""]",0.0,0.0,0.0,0.0,
P039,prefix_continuation,寻隐,下一句续写,松下问童子,"[""言师采药去。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“松下问童子”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",路入幽丛深,路 入 幽 丛 深,"[""言 师 采 药 去""]",0.0,0.0,0.0,0.0,
P062,prefix_continuation,春景,下一句续写,窗含西岭千秋雪,"[""门泊东吴万里船。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“窗含西岭千秋雪”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",天际浮云几度新,天 际 浮 云 几 度 新,"[""门 泊 东 吴 万 里 船""]",0.0,0.0,0.0,0.0,
P106,prefix_continuation,西湖,下一句续写,欲把西湖比西子,"[""淡妆浓抹总相宜。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“欲把西湖比西子”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",烟波春水绿生纹,烟 波 春 水 绿 生 纹,"[""淡 妆 浓 抹 总 相 宜""]",0.0,0.0,0.0,0.0,
P023,prefix_continuation,夜泊,下一句续写,月落乌啼霜满天,"[""江枫渔火对愁眠。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“月落乌啼霜满天”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",玉蟾偏傍水晶盘。,玉 蟾 偏 傍 水 晶 盘,"[""江 枫 渔 火 对 愁 眠""]",0.0,0.0,0.0,0.0,
P007,prefix_continuation,边塞,下一句续写,大漠孤烟直,"[""长河落日圆。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“大漠孤烟直”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",一丘藏古木,一 丘 藏 古 木,"[""长 河 落 日 圆""]",0.0,0.0,0.0,0.0,
P049,prefix_continuation,山林,下一句续写,空山不见人,"[""但闻人语响。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“空山不见人”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",竹杖芒鞋轻,竹 杖 芒 鞋 轻,"[""但 闻 人 语 响""]",0.0,0.0,0.0,0.0,
P088,prefix_continuation,秋夕,下一句续写,天阶夜色凉如水,"[""卧看牵牛织女星。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“天阶夜色凉如水”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",仙桂无根移不得,仙 桂 无 根 移 不 得,"[""卧 看 牵 牛 织 女 星""]",0.0,0.0,0.0,0.0,
P097,prefix_continuation,山水,下一句续写,不识庐山真面目,"[""只缘身在此山中。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“不识庐山真面目”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",江水风烟今古情,江 水 风 烟 今 古 情,"[""只 缘 身 在 此 山 中""]",0.0,0.0,0.0,0.0,
P071,prefix_continuation,送别,下一句续写,渭城朝雨浥轻尘,"[""客舍青青柳色新。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“渭城朝雨浥轻尘”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",晓风残月满空悲,晓 风 残 月 满 空 悲,"[""客 舍 青 青 柳 色 新""]",0.0,0.0,0.0,0.0,
P096,prefix_continuation,山水,下一句续写,远近高低各不同,"[""不识庐山真面目。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“远近高低各不同”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",近水远山相掩映,近 水 远 山 相 掩 映,"[""不 识 庐 山 真 面 目""]",0.033031643180138064,0.14285714285714285,3.3,14.29,
P020,prefix_continuation,夏日,下一句续写,小荷才露尖尖角,"[""早有蜻蜓立上头。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“小荷才露尖尖角”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",雨径无人独自行,雨 径 无 人 独 自 行,"[""早 有 蜻 蜓 立 上 头""]",0.0,0.0,0.0,0.0,
P075,prefix_continuation,边塞,下一句续写,但使龙城飞将在,"[""不教胡马度阴山。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“但使龙城飞将在”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",只须此去莫辞劳,只 须 此 去 莫 辞 劳,"[""不 教 胡 马 度 阴 山""]",0.0,0.0,0.0,0.0,
P044,prefix_continuation,竹林,下一句续写,深林人不知,"[""明月来相照。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“深林人不知”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",只知有路通,只 知 有 路 通,"[""明 月 来 相 照""]",0.0,0.0,0.0,0.0,
P091,prefix_continuation,回乡,下一句续写,儿童相见不相识,"[""笑问客从何处来。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“儿童相见不相识”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",人皆知爱子，,人 皆 知 爱 子,"[""笑 问 客 从 何 处 来""]",0.0,0.0,0.0,0.0,
P021,prefix_continuation,冬夜,下一句续写,柴门闻犬吠,"[""风雪夜归人。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“柴门闻犬吠”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",一叶扁舟去,一 叶 扁 舟 去,"[""风 雪 夜 归 人""]",0.0,0.0,0.0,0.0,
P001,prefix_continuation,思乡,下一句续写,举头望明月,"[""低头思故乡。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“举头望明月”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",低头思故乡。,低 头 思 故 乡,"[""低 头 思 故 乡""]",1.0,1.0,100.0,100.0,
P102,prefix_continuation,忧国,下一句续写,但悲不见九州同,"[""王师北定中原日。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“但悲不见九州同”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",山空水落寒潮尽,山 空 水 落 寒 潮 尽,"[""王 师 北 定 中 原 日""]",0.0,0.0,0.0,0.0,
P092,prefix_continuation,新年,下一句续写,爆竹声中一岁除,"[""春风送暖入屠苏。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“爆竹声中一岁除”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",天街小雨润如酥,天 街 小 雨 润 如 酥,"[""春 风 送 暖 入 屠 苏""]",0.0,0.0,0.0,0.0,
P058,prefix_continuation,春望,下一句续写,山青花欲燃,"[""今春看又过。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“山青花欲燃”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",千门万户掩,千 门 万 户 掩,"[""今 春 看 又 过""]",0.0,0.0,0.0,0.0,
P100,prefix_continuation,思乡,下一句续写,春风又绿江南岸,"[""明月何时照我还。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“春风又绿江南岸”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",春来未省识梅仙,春 来 未 省 识 梅 仙,"[""明 月 何 时 照 我 还""]",0.0,0.0,0.0,0.0,
P054,prefix_continuation,春景,下一句续写,迟日江山丽,"[""春风花草香。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“迟日江山丽”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",春风花草香。,春 风 花 草 香,"[""春 风 花 草 香""]",1.0,1.0,100.0,100.0,
